status,copyright,response.docs.abstract,response.docs.web_url,response.docs.snippet,response.docs.lead_paragraph,response.docs.print_section,response.docs.print_page,response.docs.source,response.docs.multimedia,response.docs.keywords,response.docs.pub_date,response.docs.document_type,response.docs.news_desk,response.docs.section_name,response.docs.type_of_material,response.docs._id,response.docs.word_count,response.docs.uri,response.docs.headline.main,response.docs.headline.kicker,response.docs.headline.content_kicker,response.docs.headline.print_headline,response.docs.headline.name,response.docs.headline.seo,response.docs.headline.sub,response.docs.byline.original,response.docs.byline.person,response.docs.byline.organization,response.meta.hits,response.meta.offset,response.meta.time,response.docs.subsection_name
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,"LEAD: In a shift of policy, Syria said today that it would not oppose Egypt's participation in an Arab summit conference scheduled to begin in Morocco on May 23.",https://www.nytimes.com/1989/05/15/world/syrians-let-egypt-go-to-arab-summit.html,,"In a shift of policy, Syria said today that it would not oppose Egypt's participation in an Arab summit conference scheduled to begin in Morocco on May 23.",A,10,The New York Times,,,1989-05-15T05:00:00+0000,article,Foreign Desk,World,News,nyt://article/b7998f31-c814-5a9d-9553-821e6dfb3fef,425,nyt://article/b7998f31-c814-5a9d-9553-821e6dfb3fef,SYRIANS LET EGYPT GO TO ARAB SUMMIT,NA,NA,SYRIANS LET EGYPT GO TO ARAB SUMMIT,NA,NA,NA,"By Ihsan A. Hijazi, Special To the New York Times",,NA,3371,1540,55,NA
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,"LEAD: Based on the so-called Helsinki process that helped ease East-West tensions over the last 15 years, Spain and Italy proposed today that a broad new organization be created to address security and development problems throughout the Mediterranean and the Middle East.",https://www.nytimes.com/1990/09/25/world/confrontation-in-the-gulf-forum-on-mideast-crisis-proposed.html,,"Based on the so-called Helsinki process that helped ease East-West tensions over the last 15 years, Spain and Italy proposed today that a broad new organization be created to address security and development problems throughout the Mediterranean and the Middle East.",A,14,The New York Times,,,1990-09-25T05:00:00+0000,article,Foreign Desk,World,News,nyt://article/adba8815-c2a2-575f-8605-7d249095a4fc,409,nyt://article/adba8815-c2a2-575f-8605-7d249095a4fc,  Forum on Mideast Crisis Proposed,CONFRONTATION IN THE GULF,NA,CONFRONTATION IN THE GULF;   Forum on Mideast Crisis Proposed,NA,NA,NA,"By Alan Riding, Special To the New York Times",,NA,3371,1540,55,NA
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,"LEAD: Even though Israel and Jordan have both significantly enhanced their border defenses over the last several weeks, two Israeli boys sneaked into Jordan last week and spent two days touring historic sites before they were caught and arrested at a Jordanian police checkpoint.",https://www.nytimes.com/1990/09/07/world/confrontation-in-the-gulf-two-israeli-boys-caught-in-jordan.html,,"Known here as ''the red rocks,'' the ancient city is carved out of solid reddish rock formations set into the desert of southwestern Jordan.",A,10,The New York Times,,,1990-09-07T05:00:00+0000,article,Foreign Desk,World,News,nyt://article/1a1061ad-871d-5efd-9907-d47ec3095800,452,nyt://article/1a1061ad-871d-5efd-9907-d47ec3095800,Confrontation in the Gulf;   TWO ISRAELI BOYS CAUGHT IN JORDAN,NA,NA,Confrontation in the Gulf;   TWO ISRAELI BOYS CAUGHT IN JORDAN,NA,NA,NA,"By Joel Brinkley, Special To the New York Times",,NA,3371,1540,55,NA
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,"LEAD: Two Palestinians were shot and killed today on the second anniversary of the start of the uprising in the occupied territories, as Israeli and Arab figures made it clear that neither side was willing to make concessions to bring the violence to an end.",https://www.nytimes.com/1989/12/10/world/2-more-palestinians-killed-in-west-bank-as-revolt-enters-3d-year.html,,"Two Palestinians were shot and killed today on the second anniversary of the start of the uprising in the occupied territories, as Israeli and Arab figures made it clear that neither side was willing to make concessions to bring the violence to an end.",1,27,The New York Times,,,1989-12-10T05:00:00+0000,article,Foreign Desk,World,News,nyt://article/98eb0838-e050-5cb7-9b3e-998aa6e4e602,427,nyt://article/98eb0838-e050-5cb7-9b3e-998aa6e4e602,2 More Palestinians Killed in West Bank as Revolt Enters 3d Year,NA,NA,2 More Palestinians Killed in West Bank as Revolt Enters 3d Year,NA,NA,NA,"By Joel Brinkley, Special To the New York Times",,NA,3371,1550,19,NA
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,"LEAD: Peggy Mann Houlton, the author of more than 35 books and many magazine articles, died on Tuesday at Memorial Sloan-Kettering Cancer Center. She was 65 years old and lived in Manhattan.",https://www.nytimes.com/1990/07/19/obituaries/peggy-mann-houlton-65-author-of-books-about-drug-abuse-dies.html,,"Peggy Mann Houlton, the author of more than 35 books and many magazine articles, died on Tuesday at Memorial Sloan-Kettering Cancer Center. She was 65 years old and lived in Manhattan.",D,18,The New York Times,,,1990-07-19T05:00:00+0000,article,Obituary,Obituaries,Obituary,nyt://article/f5ea34bc-8b04-527f-a145-947526c7d509,412,nyt://article/f5ea34bc-8b04-527f-a145-947526c7d509,"Peggy Mann Houlton, 65, Author Of Books About Drug Abuse, Dies",NA,NA,"Peggy Mann Houlton, 65, Author Of Books About Drug Abuse, Dies",NA,NA,NA,By Edwin McDowell,,NA,3371,1550,19,NA
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,LEAD: A Federal magistrate in Brooklyn ruled yesterday that a naturalized United States citizen accused of taking part in a terrorist attack on a passenger bus in the Israeli-occupied West Bank in 1986 could not be extradited to Israel.,https://www.nytimes.com/1988/06/18/world/federal-judge-rules-against-extradition-of-suspect-to-israel.html,,A Federal magistrate in Brooklyn ruled yesterday that a naturalized United States citizen accused of taking part in a terrorist attack on a passenger bus in the Israeli-occupied West Bank in 1986 could not be extradited to Israel.,1,4,The New York Times,,,1988-06-18T05:00:00+0000,article,Foreign Desk,World,News,nyt://article/fdd4b2da-335a-59ce-ad2f-ec2dc76b9d5a,426,nyt://article/fdd4b2da-335a-59ce-ad2f-ec2dc76b9d5a,Federal Judge Rules Against Extradition Of Suspect to Israel,NA,NA,Federal Judge Rules Against Extradition Of Suspect to Israel,NA,NA,NA,By Leonard Buder,,NA,3371,1550,19,NA
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,"LEAD: Rival Shiite Muslim militiamen fought their fiercest battles in a year of confrontation in southern Lebanon today, and the police said 28 people were killed and 51 wounded.",https://www.nytimes.com/1989/01/09/world/two-shiite-militias-battle-fiercely-near-sidon.html,,"Rival Shiite Muslim militiamen fought their fiercest battles in a year of confrontation in southern Lebanon today, and the police said 28 people were killed and 51 wounded.",A,9,The New York Times,,,1989-01-09T05:00:00+0000,article,Foreign Desk,World,News,nyt://article/1a09ff70-f30d-505b-89e4-f12d9ea60e22,445,nyt://article/1a09ff70-f30d-505b-89e4-f12d9ea60e22,Two Shiite Militias Battle Fiercely Near Sidon,NA,NA,Two Shiite Militias Battle Fiercely Near Sidon,NA,NA,NA,"By Ihsan A. Hijazi, Special To the New York Times",,NA,3371,1550,19,NA
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,"LEAD: The Israeli security police have arrested a Palestinian and demolished his home in a West Bank refugee district, saying he confessed to attacking an Israeli-appointed Arab mayor on Tuesday, the army said today.",https://www.nytimes.com/1988/06/11/world/israel-seizes-palestinian-in-attack-on-arab-mayor.html,,"The Israeli security police have arrested a Palestinian and demolished his home in a West Bank refugee district, saying he confessed to attacking an Israeli-appointed Arab mayor on Tuesday, the army said today.",1,4,The New York Times,,,1988-06-11T05:00:00+0000,article,Foreign Desk,World,News,nyt://article/698e999e-331f-53b1-be5a-f4d13afffd73,408,nyt://article/698e999e-331f-53b1-be5a-f4d13afffd73,Israel Seizes Palestinian in Attack on Arab Mayor,NA,NA,Israel Seizes Palestinian in Attack on Arab Mayor,NA,NA,NA,"By Joel Brinkley, Special To the New York Times",,NA,3371,1550,19,NA
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,LEAD: Israeli soldiers shot and killed a Palestinian today and wounded dozens as a wave of protests continued.,https://www.nytimes.com/1988/03/19/world/israeli-soldiers-kill-another-arab.html,,Israeli soldiers shot and killed a Palestinian today and wounded dozens as a wave of protests continued.,1,3,The New York Times,,,1988-03-19T05:00:00+0000,article,Foreign Desk,World,News,nyt://article/d52a923f-b724-5ca8-85ed-a118363aa8c5,437,nyt://article/d52a923f-b724-5ca8-85ed-a118363aa8c5,Israeli Soldiers Kill Another Arab,NA,NA,Israeli Soldiers Kill Another Arab,NA,NA,NA,"By John Kifner, Special To the New York Times",,NA,3371,1550,19,NA
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,LEAD:  P.L.O.,https://www.nytimes.com/1988/09/04/world/lebanon-s-warring-factions.html,,P.L.O.,1,18,The New York Times,,,1988-09-04T05:00:00+0000,article,Foreign Desk,World,News,nyt://article/ea8b6635-6f03-5cb6-9dde-733b9b2f30f3,442,nyt://article/ea8b6635-6f03-5cb6-9dde-733b9b2f30f3,Lebanon's Warring Factions,NA,NA,Lebanon's Warring Factions,NA,NA,NA,NA,,NA,3371,1550,19,NA
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,"LEAD: Palestinians in Israel's occupied territories staged a general strike today, and all Arab businesses were closed. But the West Bank and Gaza Strip were quiet this weekend, even though Israelis and Palestinians alike warned that there was likely to be large-scale violence.",https://www.nytimes.com/1988/05/16/world/palestinians-stage-general-strike-but-the-territories-remain-quiet.html,,"Palestinians in Israel's occupied territories staged a general strike today, and all Arab businesses were closed. But the West Bank and Gaza Strip were quiet this weekend, even though Israelis and Palestinians alike warned that there was likely to be large-scale violence.",A,3,The New York Times,,,1988-05-16T05:00:00+0000,article,Foreign Desk,World,News,nyt://article/07df6d76-ceec-5f8b-a70d-c1d8d3bcd0d9,427,nyt://article/07df6d76-ceec-5f8b-a70d-c1d8d3bcd0d9,"Palestinians Stage General Strike, But the Territories Remain Quiet",NA,NA,"Palestinians Stage General Strike, But the Territories Remain Quiet",NA,NA,NA,"By Joel Brinkley, Special To the New York Times",,NA,3371,1550,19,NA
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,"LEAD: President Hafez al-Assad of Syria has warned Lebanese Christian leaders against using new Iraqi-supplied weapons against his country, threatening unlimited retaliation, according to a report published here today.",https://www.nytimes.com/1989/06/15/world/avoid-iraqi-arms-lebanese-warned.html,,"President Hafez al-Assad of Syria has warned Lebanese Christian leaders against using new Iraqi-supplied weapons against his country, threatening unlimited retaliation, according to a report published here today.",A,15,The New York Times,,,1989-06-15T05:00:00+0000,article,Foreign Desk,World,News,nyt://article/c5764b0c-9ba8-5ca1-845e-a90f0421ec71,402,nyt://article/c5764b0c-9ba8-5ca1-845e-a90f0421ec71,"AVOID IRAQI ARMS, LEBANESE WARNED",NA,NA,"AVOID IRAQI ARMS, LEBANESE WARNED",NA,NA,NA,"By Ihsan A. Hijazi, Special To the New York Times",,NA,3371,1550,19,NA
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,LEAD: Questions are based on news reports in The Times this week. Answers appear on page 50.,https://www.nytimes.com/1988/11/19/us/saturday-news-quiz.html,,Questions are based on news reports in The Times this week. Answers appear on page 50.,1,32,The New York Times,,,1988-11-19T05:00:00+0000,article,National Desk,U.S.,Question,nyt://article/dab7aaee-937a-5218-93f7-ae239ed4caa7,415,nyt://article/dab7aaee-937a-5218-93f7-ae239ed4caa7,SATURDAY NEWS QUIZ,NA,NA,SATURDAY NEWS QUIZ,NA,NA,NA,By Linda Amster,,NA,3371,1550,19,NA
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,"LEAD: Israeli soldiers prevented two guerrilla bands from entering Israeli-held territory early today, killing two armed men who tried to cross the northern border, an army spokesman said.",https://www.nytimes.com/1988/04/06/world/israelis-prevent-guerrilla-attack.html,,"Israeli soldiers prevented two guerrilla bands from entering Israeli-held territory early today, killing two armed men who tried to cross the northern border, an army spokesman said.",A,10,The New York Times,,,1988-04-06T05:00:00+0000,article,Foreign Desk,World,News,nyt://article/c2bf92ae-34f6-570f-b0f5-f2b08240c358,403,nyt://article/c2bf92ae-34f6-570f-b0f5-f2b08240c358,ISRAELIS PREVENT GUERRILLA ATTACK,NA,NA,ISRAELIS PREVENT GUERRILLA ATTACK,NA,NA,NA,Special to the New York Times,,NA,3371,1560,21,NA
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,LEAD: Questions appear on page 10.,https://www.nytimes.com/1988/08/06/us/answers-to-quiz.html,,Questions appear on page 10.,1,14,The New York Times,,,1988-08-06T05:00:00+0000,article,National Desk,U.S.,Question,nyt://article/7d0a1baf-b8c2-5b90-a823-8f181e72437b,421,nyt://article/7d0a1baf-b8c2-5b90-a823-8f181e72437b,ANSWERS TO QUIZ,NA,NA,ANSWERS TO QUIZ,NA,NA,NA,NA,,NA,3371,1560,21,NA
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,"  To hear her enemies talk, you would think that Education Minister Shulamit Aloni was the Wicked Witch of the West.    When she assumed her highly sensitive position in mid-July after two decades of wandering in the wilderness of political opposition, one Orthodox Jewish newspaper immediately denounced her as a ""wicked person.""",https://www.nytimes.com/1992/09/24/world/jerusalem-journal-write-100-times-the-schools-need-shaking-up.html,,"To hear her enemies talk, you would think that Education Minister Shulamit Aloni was the Wicked Witch of the West.",A,4,The New York Times,,,1992-09-24T05:00:00+0000,article,Foreign Desk,World,Biography,nyt://article/abdaf540-a148-5c02-9dc3-c9ad5379c8ac,951,nyt://article/abdaf540-a148-5c02-9dc3-c9ad5379c8ac,Jerusalem Journal; Write 100 Times: The Schools Need Shaking Up,NA,NA,Jerusalem Journal; Write 100 Times: The Schools Need Shaking Up,NA,NA,NA,By Clyde Haberman,,NA,3371,1560,21,NA
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,"  Commercial strikes? In the Muslim Quarter of the Old City, a shoe-store owner repeated key words of the question put to him, then raised a hand to forehead level to make his point about having had it up to there.   ""I'm tired of the whole thing -- the strikes and the intifada,"" he said, using the Arabic word for the Palestinian uprising against Israel.",https://www.nytimes.com/1993/06/04/world/jerusalem-journal-strike-strike-strike-some-arabs-feel-cudgeled.html,,"Commercial strikes? In the Muslim Quarter of the Old City, a shoe-store owner repeated key words of the question put to him, then raised a hand to forehead level to make his point about having had it up to there.",A,4,The New York Times,,,1993-06-04T05:00:00+0000,article,Foreign Desk,World,News,nyt://article/20d9e64c-9431-5427-9b6e-e7417c8bfa05,1026,nyt://article/20d9e64c-9431-5427-9b6e-e7417c8bfa05,Jerusalem Journal; Strike! Strike! Strike! Some Arabs Feel Cudgeled,NA,NA,Jerusalem Journal; Strike! Strike! Strike! Some Arabs Feel Cudgeled,NA,NA,NA,By Clyde Haberman,,NA,3371,1560,21,NA
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,"  THE countdown to the United Nations deadline authorizing force to evict Iraq from Kuwait has become ritualized here. Each day this month, The Arab News, the kingdom's largest English-language newspaper, has featured a calendar with Jan. 15 circled and the number of days remaining until ""K-Day"" duly noted.   But as ""K-Day"" approaches, the mood, superficially at least, is remarkably calm in Saudi Arabia, reflecting a widespread belief that the more than 400,000 American soldiers and their weapons can protect the country from harm, and that the Government was justified in seeking American military help.",https://www.nytimes.com/1991/01/13/weekinreview/the-world-saudi-and-proud-of-it-a-new-nationalism-hedged-by-uneasiness.html,,"THE countdown to the United Nations deadline authorizing force to evict Iraq from Kuwait has become ritualized here. Each day this month, The Arab News, the kingdom's largest English-language newspaper, has featured a calendar with Jan. 15 circled and the number of days remaining until ""K-Day"" duly noted.",4,2,The New York Times,,,1991-01-13T05:00:00+0000,article,Week In Review Desk,Week in Review,News,nyt://article/c200cf73-aec2-5023-acb4-f54a53884368,1002,nyt://article/c200cf73-aec2-5023-acb4-f54a53884368,The World; Saudi and Proud of It: A New Nationalism Hedged by Uneasiness,NA,NA,The World; Saudi and Proud of It: A New Nationalism Hedged by Uneasiness,NA,NA,NA,By Judith Miller,,NA,3371,1560,21,NA
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,"  In contrast with his two larger-than-life predecessors the mercurial and charismatic Gamal Abdel Nasser and the cunning and bold Anwar el-Sadat -- Hosni Mubarak is a cautious man who takes as little risk as possible.   So much of the world was left wondering last week whether the Egyptian President, after 11 years in power, is ready to take advantage of a new opportunity to play peacemaker between Arabs and Israelis.",https://www.nytimes.com/1992/07/26/weekinreview/the-world-can-egypt-bring-israelis-and-arabs-together.html,,In contrast with his two larger-than-life predecessors the mercurial and charismatic Gamal Abdel Nasser and the cunning and bold Anwar el-Sadat -- Hosni Mubarak is a cautious man who takes as little risk as possible.,4,1,The New York Times,,,1992-07-26T05:00:00+0000,article,Week in Review Desk,Week in Review,News,nyt://article/53b112b4-734d-5964-acbf-63076dc5d925,986,nyt://article/53b112b4-734d-5964-acbf-63076dc5d925,Can Egypt Bring Israelis and Arabs Together?,THE WORLD,NA,THE WORLD; Can Egypt Bring Israelis and Arabs Together?,NA,NA,NA,By Youssef M. Ibrahim,,NA,3371,1560,21,NA
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,"LEAD: Nelson Mandela, on his first trip out of South Africa since his release two weeks ago from 27 years in prison, arrived here today to an arms-open-wide welcome from exuberant crowds who saluted him as a statesman, a hero and a much-loved brother who had been painfully missed.",https://www.nytimes.com/1990/02/28/world/old-allies-greet-mandela-in-zambia.html,,"Nelson Mandela, on his first trip out of South Africa since his release two weeks ago from 27 years in prison, arrived here today to an arms-open-wide welcome from exuberant crowds who saluted him as a statesman, a hero and a much-loved brother who had been painfully missed.",A,3,The New York Times,,,1990-02-28T05:00:00+0000,article,Foreign Desk,World,News,nyt://article/ee6a81ac-f677-5eef-ae4d-ee603b38f675,1037,nyt://article/ee6a81ac-f677-5eef-ae4d-ee603b38f675,OLD ALLIES GREET MANDELA IN ZAMBIA,NA,NA,OLD ALLIES GREET MANDELA IN ZAMBIA,NA,NA,NA,"By Sheila Rule, Special To the New York Times",,NA,3371,1560,21,NA
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,"  Even as Iraq announced its decision to release all the foreign hostages it is holding, King Hussein of Jordan warned today that the next step -- persuading Saddam Hussein to pull his troops out of Kuwait -- would not be so easy.    After meeting with the Iraqi leader in Baghdad this week, the King said in an interview today that he was wholly convinced that Iraq will not leave Kuwait unless the Palestinian problem is solved. And several analysts here said they were certain that Mr. Hussein believes that he has strengthened his ability to hold onto Kuwait by releasing the hostages.",https://www.nytimes.com/1990/12/07/world/standoff-in-the-gulf-jordan-king-says-iraq-is-not-weakening.html,,"Even as Iraq announced its decision to release all the foreign hostages it is holding, King Hussein of Jordan warned today that the next step -- persuading Saddam Hussein to pull his troops out of Kuwait -- would not be so easy.",A,21,The New York Times,,,1990-12-07T05:00:00+0000,article,Foreign Desk,World,News,nyt://article/64eb01ec-8fba-5d0d-91aa-d74a777e2fb3,965,nyt://article/64eb01ec-8fba-5d0d-91aa-d74a777e2fb3,Jordan King Says Iraq Is Not Weakening,STANDOFF IN THE GULF,NA,STANDOFF IN THE GULF; Jordan King Says Iraq Is Not Weakening,NA,NA,NA,"By Joel Brinkley, Special To the New York Times",,NA,3371,1560,21,NA
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,"  The Bush Administration unfurled its tentative blueprint for a postwar Middle East this week and was immediately reminded that Washington is not the only party that intends to play architect for the troubled region.    Iran, Israel, the Soviet Union, Egypt, the Europeans, even the Palestine Liberation Organization, all signaled in recent days that they have their own visions of a postwar order, and at first glance many of them appeared highly incompatible with Washington's.",https://www.nytimes.com/1991/02/10/world/war-in-the-gulf-washington-many-cooks-for-the-middle-east-pot.html,,The Bush Administration unfurled its tentative blueprint for a postwar Middle East this week and was immediately reminded that Washington is not the only party that intends to play architect for the troubled region.,1,19,The New York Times,,,1991-02-10T05:00:00+0000,article,Foreign Desk,World,An Analysis; News Analysis,nyt://article/00bdd9c5-08d7-5430-9d07-1e3273e6d86c,1042,nyt://article/00bdd9c5-08d7-5430-9d07-1e3273e6d86c,WAR IN THE GULF: Washington; Many Cooks for the Middle East Pot,NA,NA,WAR IN THE GULF: Washington; Many Cooks for the Middle East Pot,NA,NA,NA,"By Thomas L. Friedman, Special To the New York Times",,NA,3371,1560,21,NA
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,"LEAD: I resigned from the Israeli Government because I fear that its present political initiatives, even if founded in a sincere attempt to achieve peace, reward the Palestinians for their terrorism and increase the risks of war.",https://www.nytimes.com/1990/03/05/opinion/i-quit-to-sound-an-early-alarm.html,,"I resigned from the Israeli Government because I fear that its present political initiatives, even if founded in a sincere attempt to achieve peace, reward the Palestinians for their terrorism and increase the risks of war.",A,15,The New York Times,,,1990-03-05T05:00:00+0000,article,Editorial Desk,Opinion,Op-Ed,nyt://article/f0687762-0926-549b-b489-6d641647f296,1070,nyt://article/f0687762-0926-549b-b489-6d641647f296,I Quit To Sound An Early Alarm,NA,NA,I Quit To Sound An Early Alarm,NA,NA,NA,By Ariel Sharon,,NA,3371,1560,21,NA
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,"LEAD: I resigned from the Israeli Government because I fear that its present political initiatives, even if founded in a sincere attempt to achieve peace, reward the Palestinians for their terrorism and increase the risks of war.",https://www.nytimes.com/1990/03/05/opinion/i-quit-to-sound-an-early-alarm.html,,"I resigned from the Israeli Government because I fear that its present political initiatives, even if founded in a sincere attempt to achieve peace, reward the Palestinians for their terrorism and increase the risks of war.",A,15,The New York Times,,,1990-03-05T05:00:00+0000,article,Editorial Desk,Opinion,Op-Ed,nyt://article/f0687762-0926-549b-b489-6d641647f296,1070,nyt://article/f0687762-0926-549b-b489-6d641647f296,I Quit To Sound An Early Alarm,NA,NA,I Quit To Sound An Early Alarm,NA,NA,NA,By Ariel Sharon,,NA,3371,1570,53,NA
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,"  2 JUDGES DECLINE FURTHER DRUG CASES   Two of New York City's most prominent Federal judges said that they would no longer preside over drug cases, calling attention to similar decisions made by dozens of Federal judges across the country. The decisions, by Jack B. Weinstein of Brooklyn and Whitman Knapp of Manhattan, were made to protest national drug policies and Federal sentencing guidelines. The judges said the emphasis on arrests and imprisonment, rather than prevention and treatment, failed to deal with the drug problem. Page 1.  NEW YORK CITY MISTRIAL LINKED TO POLICE SCANDAL   In what prosecutors and defense lawyers say could be the prelude to the undermining of scores of narcotics indictments in New York City, a Federal judge declared a mistrial in a major narcotics case that she said had been tainted by a police corruption scandal. Page 25.   POST RESUMES PUBLISHING   After failing to publish Friday's paper in a dispute over work rules, The New York Post and its union pressmen agreed to set their differences aside for the weekend, publish normally over the weekend and meet on Monday to talk about a number of sensitive issues. Page 25.   SHOUTING MATCH AT ALLEN-FARROW TRIAL   With frequent cries of ""Don't put words in my mouth!"" and ""Don't tell me!"" a Harvard law professor retained by Mia Farrow and a lawyer for Woody Allen reduced the couple's custody trial to an angry shouting match, trading barbs over everything from each other's ethics to Mr. Allen's morals. Page 25.   30-YEAR SENTENCE IN '73 BOMBING ATTEMPT   A man described by his lawyer as an official of the Palestine Liberation Organization was sentenced to the maximum of 30 years in prison for trying to bomb three Israeli sites in New York City 20 years ago. Page 25. REGION CUOMO APPROVES ONEIDA CASINO    Governor Cuomo signed an agreement that will allow the tiny Oneida Indian Nation to open New York State's first high-stakes gambling casino in Verona, N.Y., near Syracuse, possibly by the summer. Getting Mr. Cuomo's approval was considered the last major obstacle to the Oneida's plan. Page 1.   TRENTON STUDENTS PRAISE HIGHER TUITION   Students at Trenton State College won an unusual victory: the State Board of Higher Education agreed to let them pay higher tuition than the law allows. Page 26.   2-WHEELERS, HIGH, WIDE AND HANDSOME   Copake, N.Y., in the Berkshire foothills, is the unlikely host to a sale that its organizer calls ""an event that spans the history of bicycle manufacturing"": the auction of an astounding array of more than 200 bicycles, from an Indochinese taxi-cycle to an antique hand-pedaled adult tricycle designed for riders whose legs were disabled. Page 26.   PRESIDENT, NO. JUSTICE, NO. SPEAKER, YES!   Governor Cuomo received an average of nearly $20,000 for each of 14 speaking engagements in 1992, a sum that lifted his income to $425,644, according to tax returns. Page 26. About New York by Michael T. Kaufman 24",https://www.nytimes.com/1993/04/17/nyregion/metro-digest-056893.html,,2 JUDGES DECLINE FURTHER DRUG CASES,1,23,The New York Times,,,1993-04-17T05:00:00+0000,article,Metropolitan Desk,New York,Summary,nyt://article/31fe9332-03e1-5a13-91ab-4e424ff1a7ca,513,nyt://article/31fe9332-03e1-5a13-91ab-4e424ff1a7ca,METRO DIGEST,NA,NA,METRO DIGEST,NA,NA,NA,NA,,NA,3371,1570,53,NA
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,"  The first trials of people accused of collaborating with Iraqi forces during the seven-month occupation of Kuwait are to begin on Saturday.   But defense lawyers claim that many of the collaboration charges have been trumped up by the Government, and that in many cases, confessions have been extracted by torture. Altogether 628 people are being held on collaboration charges, and all of them face a possible death penalty.",https://www.nytimes.com/1991/05/10/world/after-the-war-kuwait-will-begin-trying-collaboration-suspects.html,,The first trials of people accused of collaborating with Iraqi forces during the seven-month occupation of Kuwait are to begin on Saturday.,A,10,The New York Times,,,1991-05-10T05:00:00+0000,article,Foreign Desk,World,News,nyt://article/6c8a42bb-af18-5eb1-8fca-20c5977b5d36,1001,nyt://article/6c8a42bb-af18-5eb1-8fca-20c5977b5d36,Kuwait Will Begin Trying Collaboration Suspects,AFTER THE WAR,NA,AFTER THE WAR; Kuwait Will Begin Trying Collaboration Suspects,NA,NA,NA,By Edward A. Gargan,,NA,3371,1570,53,NA
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,"  The Libyan radio said Tuesday night that a plane carrying Yasir Arafat, the chairman of the Palestine Liberation Organization, had disappeared from radar screens as it was crossing from the Sudan into southern Libya.    The radio said the plane was approaching the Kufra air base, where it was scheduled to land, when it vanished. Helicopters attempting to fly over the area were grounded by a severe sandstorm in the remote desert region, which is about 150 miles from the border with the Sudan, the radio said.",https://www.nytimes.com/1992/04/08/world/plane-with-arafat-aboard-reported-missing-in-libya.html,,"The Libyan radio said Tuesday night that a plane carrying Yasir Arafat, the chairman of the Palestine Liberation Organization, had disappeared from radar screens as it was crossing from the Sudan into southern Libya.",A,1,The New York Times,,,1992-04-08T05:00:00+0000,article,Foreign Desk,World,Biography,nyt://article/35b855a1-7893-5c36-a0ac-e547b52bb012,955,nyt://article/35b855a1-7893-5c36-a0ac-e547b52bb012,Plane With Arafat Aboard Reported Missing in Libya,NA,NA,Plane With Arafat Aboard Reported Missing in Libya,NA,NA,NA,By Youssef M. Ibrahim,,NA,3371,1570,53,NA
